"No","Event ID","Date time","Latitude","Longitude","Magnitude","Mag Type","Depth (km)","Phase Count","Azimuth Gap","Location","Agency"
"139","bmg2025vnko","2025-11-03T04:21:24.231059Z","5.090980052947998","125.41368865966797","5.359216377498787","Mw","8","120","83.48306226730347","Mindanao, Philippines","BMKG"
"140","bmg2025vnki","2025-11-03T04:14:10.426179Z","5.088756561279297","125.33809661865234","4.732887814165516","Mw","6","36","200.3572998046875","Mindanao, Philippines","BMKG"
"141","bmg2025vnjh","2025-11-03T03:42:19.517325Z","-4.580322265625","102.02102661132812","4.079867791061509","MLv","23","69","149.79074096679688","Southern Sumatra, Indonesia","BMKG"
"142","bmg2025vmzy","2025-11-02T22:59:38.312586Z","-8.009300231933594","128.75167846679688","4.55735761603849","MLv","31","64","64.63927459716797","Timor Sea","BMKG"
"143","bmg2025vmuz","2025-11-02T20:29:11.877244Z","0.3400251567363739","125.7998504638672","4.0815081169073295","MLv","10","68","39.310821533203125","Northern Molucca Sea","BMKG"
"144","bmg2025vmng","2025-11-02T16:34:26.817976Z","5.008558750152588","127.20155334472656","4.018644719542272","MLv","34","25","197.1121063232422","Philippine Islands Region","BMKG"
"145","bmg2025vmei","2025-11-02T12:04:38.516262Z","4.52860689163208","125.58688354492188","4.341623578448882","MLv","139","34","109.547607421875","Talaud Islands, Indonesia","BMKG"
"146","bmg2025vmcv","2025-11-02T11:18:47.187548Z","1.7472795248031616","122.98845672607422","4.465544490829463","MLv","5","45","98.22750473022461","Minahassa Peninsula, Sulawesi","BMKG"
"147","bmg2025vmcs","2025-11-02T11:15:46.809006Z","-1.9359629154205322","139.00804138183594","5.001705038965009","MLv","28","25","196.78006744384766","Near North Coast of West Papua","BMKG"
"148","bmg2025vlqu","2025-11-02T05:13:27.875088Z","-7.034502506256104","130.19491577148438","4.218423508701081","MLv","5","25","189.79502868652344","Tanimbar Islands Region, Indonesia","BMKG"
"149","bmg2025vlpj","2025-11-02T04:30:44.111321Z","-6.074621200561523","131.52670288085938","4.31724982960434","MLv","19","32","105.22345733642578","Tanimbar Islands Region, Indonesia","BMKG"
"150","bmg2025vlod","2025-11-02T03:53:48.539001Z","-7.760297298431396","127.61589813232422","4.736858204444534","Mw","143","61","63.09172058105469","Banda Sea","BMKG"
"151","bmg2025vlmr","2025-11-02T03:09:19.541624Z","-7.764075756072998","127.8311996459961","5.310548960364454","Mw","168","284","30.08893585205078","Banda Sea","BMKG"
"152","bmg2025vlan","2025-11-01T21:00:09.686756Z","3.9346296787261963","95.92205810546875","4.4725047590382356","Mw(mB)","33","75","153.62496948242188","Off West Coast of Northern Sumatra","BMKG"
